SMILES,score,lambda_nm,qed,sa,scscore,rascore,clean,step,pass_baseline,pass_sa,pass_scscore,pass_synth
c1ccc(N(c2ccccc2)c2ccc(-c3ccc(N4c5ccc(N(c6ccccc6)c6ccccc6)cc5B5c6cc(N(c7ccccc7)c7ccccc7)ccc6Oc6cc(N(c7ccccc7)c7ccccc7)cc4c65)cc3)cc2)cc1,0.9131397,454.0092,0.1007,3.863,4.130505199116506,,True,19,True,True,False,False
CC(=O)c1ccc2nc3c(nc(NCc4ccccc4)c4nc5ccccc5nc43)nc2c1,0.936359,473.1014,0.2365,2.4857,4.045860607937602,,True,19,True,True,False,False
CCn1c2c(c(-c3ccccc3)c1N=Cc1ccc(Cl)c([N+](=O)[O-])c1)CN(Cc1ccccc1)C=N2,0.9284897,465.2102,0.1542,3.0065,4.452410691972784,,True,19,True,True,False,False
CN(C)c1ccc(N=Nc2ccc(NC(=O)C=Cc3cc([N+](=O)[O-])ccc3O)cc2)cc1,0.9402782,454.296,0.2235,2.5633,2.817848631198588,,True,20,True,True,True,True
CN(C)c1ccc(C=Cc2c(N3Cc4ccccc4C3=O)ccc(C(=O)c3[nH]c(C=Cc4ccc(N5CCCC5)nc4)c(C#N)c3C#N)c2C#N)cc1,0.9207478,456.3629,0.124,3.6689,4.774890059749934,,True,20,True,True,False,False
O=C1c2ccc(N=Nc3ccc(-c4sc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)nc4-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)cc2C(=O)N1c1cccc([N+](=O)[O-])c1,0.894231,466.6053,0.0488,3.5618,4.637671411857254,,True,20,True,True,False,False
C1=C2OC(c3ccc(N4c5ccccc5Oc5ccccc54)cc3)=CC(N(c3ccccc3)c3ccc4ccccc4c3)=C2c2ccccc2-c2ccccc21,0.9285014,450.763,0.1769,3.3499,4.510184496260777,,True,20,True,True,False,False
COc1ccc(N=C(C(C#N)=C(C)c2ccc3c(c2)C(=C(C#N)C#N)c2cc(N4c5ccccc5C=Cc5ccccc54)ccc2-3)c2ccc(C=N)cc2)cc1,0.9218782,463.1147,0.1297,3.7631,4.3563689332327975,,True,20,True,True,False,False
CN(C)CC1CCN(c2ccc(C#N)cc2NC(=O)c2cccc(N3C(=O)C(=Cc4ccc(N5CCCC5)cc4)c4ccccc43)c2)CC1,0.9359479,454.3843,0.2002,2.9042,4.996950546104211,,True,21,True,True,False,False
CN(C)c1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccc(N5CCCCC5)cc4)cc3)cc2)cc1,0.9412713,468.3153,0.2434,2.5082,3.448127207708916,,True,21,True,True,False,False
C=C1C(=Cc2ccc(N(c3ccccc3)c3ccc(-c4cccc5c4oc4cc(N(c6ccccc6)c6ccccc6)ccc45)cc3)cc2)C(=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc21,0.9187573,452.646,0.1217,3.5311,4.721597800730336,,True,21,True,True,False,False
O=C1C2=C(CCC2)N2C=Cc3c(cc(N=Cc4cc([N+](=O)[O-])ccc4O)c4ccccc34)C12,0.9306777,479.8476,0.3291,3.8142,4.004915899275593,,True,21,True,True,False,False
N#Cc1ccc(N=Nc2ccc(N3CCOCC3)cc2)cc1N=CC=S,0.9552638,469.7005,0.4449,3.0682,3.384417979101685,,True,21,True,True,False,False
CN(C)c1ccc(C(C#N)=Cc2ccc(-c3ccc(N(c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)s2)cc1,0.9267315,456.7913,0.1363,2.8081,4.329852620431623,,True,21,True,True,False,False
Nc1cc2nc3c(-c4ccccc4O)cc(-c4ccc(N5CCCC5)cc4)cc3nc2cc1F,0.9446538,455.4153,0.2549,2.5452,4.695232895503079,,True,21,True,True,False,False
Cc1ccc2c(C#N)c3ccc(C=Nc4ccc(N5C(=O)C5Sc5ccc(NC(=O)c6ccc(C7CCC7)cc6)cc5)cc4)cc3c(-c3ccc(N4CCCCC4)cc3)c2c1,0.9060683,450.584,0.0844,3.8758,4.999946748298187,,True,22,True,True,False,False
CN(C)c1ccc(C=Cc2cc3c(cc2C=Cc2cc[n+](C)cc2)C(C=Cc2ccccc2)=Cc2cc(-c4ccc(N5c6ccccc6CCc6ccc(N(C)C)cc65)cc4)ccc2N3C)cc1,0.9116317,467.7249,0.1005,3.9766,4.962897468523559,,True,22,True,True,False,False
CNc1ccc(C=Cc2cc(C=Cc3ccc(N(C)C)cc3)c3cc(-c4ccccc4[N+](=O)[O-])cc(OC)c3c2C=Cc2ccc(C=C(C#N)c3ccc(N)cc3)cc2)cc1N,0.8869577,460.5434,0.0343,3.7051,4.5968907410448665,,True,22,True,True,False,False
CCN(CC)c1ccc2c(c1)C(=Cc1c(-c3ccc([N+](=O)[O-])cc3)nc(C)c(C#N)c1C)c1cc(C=Nc3c4ccccc4c(-c4ccc(N=Cc5ccc(-c6cc(-c7ccccc7)c(C#N)c(OC)c6N(C)C)s5)cc4)c4ccccc34)c(OC)cc1-2,0.8828962,469.2514,0.0398,4.7519,4.999911825872659,,True,22,True,False,False,False
CN(C)c1ccc(-c2ccc3c(c2)C(NC(=O)c2ccc(N=Nc4ccc(N(c5ccccc5)c5ccc(Cl)cc5)c5ccccc45)cc2)(c2ccc(N(C)C)cc2)c2ccccc2-3)cc1,0.921791,457.7957,0.1315,3.988,4.757971180770552,,True,23,True,True,False,False
CCN(CC)c1ccc(C=Cc2ccc(N=Nc3cccc(N=Nc4ccc(OC)c(N=Nc5ccc(NC(Nc6nc7ccccc7c(=O)n6C)c6ccccc6)cc5)c4OC)c3)cc2)cc1,0.8935348,462.2435,0.0493,4.4134,4.660094196159193,,True,23,True,False,False,False
C(=Nc1sc2cc(N=Nc3ccc4ccccc4c3)ccc2c1-c1ccccc1)c1ccc(N2c3ccccc3CCc3ccccc32)cc1,0.9210531,451.1692,0.1292,3.0893,4.177379565634569,,True,24,True,True,False,False
CN(C)c1ccc(-c2nc(C=C(C#N)c3ccccc3)c3c(sc4c3nc(-c3ccc(-c5ccccc5)cc3)c3c5ccccc5c5ccccc5c43)c2C#N)cc1,0.9166169,471.4584,0.1246,3.4454,4.951824573777023,,True,24,True,True,False,False
CCN(CC)c1ccc(-c2c3ccccc3c(C=CC=Cc3cc4c(C=Cc5ccc(N(C)C)nc5)nc5ccccc5c4s3)c3ccc(N(C)C)cc23)cc1,0.9113805,468.8129,0.0972,3.5954,4.999999998235794,,True,24,True,True,False,False
CC[N+]1=C(C=Cc2ccc3c(-c4ccc(N(C)C)cc4)cc(=O)n(C)c3c2)C(C)(C)c2ccccc21,0.9354869,478.3801,0.3127,2.8692,4.5456468561317305,,True,24,True,True,False,False
CCC1C=C(c2ccc(-c3cccnc3)s2)c2cc(C=Cc3ccc4c5ccccc5n(-c5ccc(NC(=O)c6ccc(N=Nc7ccccc7)c7ccccc67)c(C)c5)c4c3)ccc2N1c1ccc(-c2nc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cn2C)cc1,0.8986742,450.7902,0.0768,5.2616,4.999993629705729,,True,24,True,False,False,False
CCn1c(=O)c(C=Cc2ccc(N(C)CCn3cnc(-c4ccc(-c5ccc(N(C)C)cc5)cc4)c3)cc2)nc2ccccc21,0.9310357,464.9335,0.1664,2.9283,4.95673704708708,,True,24,True,True,False,False
CCN(c1ccccc1)c1ccc(B(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2c(OC)c(F)cc(C=C3NC(=O)NC3=O)c2N2c3ccccc3C(=C(C#N)C#N)c3ccccc32)cc1,0.8924743,450.1497,0.0537,4.1783,4.72436086286521,,True,25,True,False,False,False
CN(c1ccc(C=C2C(=O)NC(=O)NC2=O)cc1)c1ccc(-c2ccc(N(c3ccc(C=Cc4ccc(-c5ccc(-c6ccc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)s6)cc5)s4)cc3)c3ccccn3)cc2)cc1,0.8947435,479.4348,0.0881,3.9921,4.999722360290312,,True,25,True,True,False,False
Nc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,0.9171298,467.8623,0.1066,2.8908,3.559843933537962,,True,25,True,True,False,False
CN1c2ccccc2Sc2cc(C=CC(Nc3ccc(-c4ccc(C=C(C#N)c5ccc(-c6ccc7c(c6)Cc6ccccc6-7)cc5)s4)cc3)=C3C=CC=CC3=[N+](C)C)ccc21,0.906502,477.9046,0.1223,3.912,4.998633933680643,,True,25,True,True,False,False
COc1ccc(N(c2ccc(N=Nc3ccc4c(c3)N(c3ccc(-c5cnn(C)c5)cc3)c3ccc(C#N)cc3C=C4)cc2)c2ccc(-c3ccc(C#N)cc3)cc2)cc1,0.9202849,469.4123,0.1351,3.5179,4.611447980898804,,True,26,True,True,False,False
O=C1c2cc3cc(N4CCOCC4)cc(Cl)c3cc2-c2sc(C=Cc3ccc(N(c4ccc(N5c6ccccc6C=Cc6ccccc65)cc4)c4cc(-c5ccc(N6CCCC6)cc5)ccn4)cc3)cc21,0.9088327,478.872,0.1428,3.9857,4.999992460436852,,True,26,True,True,False,False
CCN(CC)c1ccc(C=Nc2ccc3c(N=Nc4ccc([N+](=O)OC)cc4)c4ccccc4cc3c2)cc1,0.8970361,479.2497,0.0849,3.1675,3.5590801778109338,,True,26,True,True,False,False
CCn1cc(C=C(c2ccc(N=Nc3ccc(N(C)C)cc3)cc2)C(F)(F)F)c(=O)[nH]c1=O,0.9636328,463.7208,0.5205,3.0355,3.642564896144947,,True,26,True,True,False,False
C=CCc1cc(C=C2C(=O)NC(=S)N(c3ccc(Br)cc3)C2=O)cc(CC=C)c1O,0.9431409,468.9576,0.276,2.8312,3.442241068074364,,True,26,True,True,False,False
C(=Cc1c2ccccc2n2c(-c3ccccc3)c(-c3ccccc3)c3ccc4cc(N(c5ccccc5)c5ccccc5)ccc4c3c12)c1cccc2ccccc12,0.9271854,464.5577,0.1478,3.1262,4.999174630865049,,True,27,True,True,False,False
COc1ccc2cc(-c3ccc(-c4ccc5c(c4)c4c(c(=O)n5Cc5ccc(N(C)C)cc5)C(=O)c5ccccc5-4)s3)ccc2c1,0.9357454,462.6434,0.1868,2.8176,4.281534997872429,,True,27,True,True,False,False
CCCCN1c2ccc(C=Cc3ccc(N=Nc4ccc5cc(N(CC)CC)ccc5c4)cc3)cc2C=Cc2ccc(Nc3ncc(-c4ccc(N5CCC(C)CC5)cc4)cn3)cc21,0.8995885,476.866,0.0868,3.6988,4.71350543391045,,True,27,True,True,False,False
COc1ccc(N=Nc2ccc(N=Nc3ccc4c(c3)C(=O)N(C)C4=N)c(OC)c2)cc1,0.9611978,465.2092,0.4898,3.0177,3.636928592907403,,True,27,True,True,False,False
Cc1ccc2c(c1)c1cc(N=Cc3ccc(Cl)cc3NC(=O)c3ccc4c(C=c5ccc(=C=NC(=O)c6ccc(N=Nc7ccc(-c8ccc(N=Nc9ccc(N(C)C)cc9)cc8)cc7)cc6)cc5)nc5ccccc5c4c3)ccc1n2C,0.9016131,466.562,0.0738,4.6248,4.999999049632331,,True,27,True,False,False,False
N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(-c5ccc(C=Cc6ccc(-c7ccc(-c8ccc(C=C(C#N)c9ccc(N(c%10ccccc%10)c%10ccccc%10)cc9)s8)s7)s6)s5)cc4)n3-c3ccc(-c4ccccc4)cc3)cc2)s1)c1ccccc1,0.8972964,473.3636,0.0757,4.5215,4.999156459463966,,True,27,True,False,False,False
CN(c1ccc(N=Nc2ccc(C=Cc3cc(C=Cc4ccc(N5Cc6ccccc6C6C7CCC(C7)C65)cc4)c(N4c5ccccc5Cc5ccccc54)c([N+](=O)[O-])c3)cc2)cc1)c1ccc(N=Nc2ccc(N=Cc3ccc(N4C=CC=Cc5ccc6ccccc6c54)cc3)cc2)cc1,0.8725063,457.7597,0.0313,6.9464,4.999868334067154,,True,27,True,False,False,False
CCN(CC)c1ccc(C(=O)CC=C=C2C(=O)Nc3ccccc3C2=Nc2ccc(N(C)C)cc2)cc1,0.9386227,452.4002,0.237,3.1424,3.806602989077093,,True,28,True,True,False,False
CCn1c2ccccc2c2cc(-c3ccc(N(c4ccccc4)c4ccc(N=Nc5ccccc5[N+](=O)[O-])cc4)cc3)ccc21,0.9179076,464.7665,0.1008,2.7417,4.526709621601695,,True,28,True,True,False,False
O=C1Nc2cc(Cl)ccc2C1=Cc1ccc(-n2scc2-c2ccc(N=Cc3ccccc3)cc2)cc1,0.9354055,456.0269,0.1902,2.8859,4.467044543157629,,True,28,True,True,False,False
Cn1nc(-c2ccccc2)cc1C=Nc1ccc2cc(C=Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2c1N=Nc1ccc(C=Cc2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,0.8991268,465.3675,0.0584,3.7378,4.691783881321387,,True,29,True,True,False,False
COc1ccc(N=Nc2ccc(-c3ccc(C=Cc4ccc(N=Cc5ccc([N+](=O)[O-])cc5)cc4)o3)cc2)cc1,0.9110122,452.9338,0.0823,2.7631,3.431562447854802,,True,29,True,True,False,False
N#CC(c1ccc(N=Cc2ccc(-n3ccc4c5ccccc5ccc43)cc2)cc1)=c1c2ccccc2c(=C(C#N)c2ccccc2)c2cc(-c3cccc4nnc(C=Cc5ccc(N6CCCC6)cc5)nc34)ccc12,0.9150657,461.3963,0.1053,4.2365,4.999995086812813,,True,29,True,False,False,False
O=C(c1ccccc1)c1ccc2c(N3CCCC3)c3cc(N4CCCCC4)ccc3c(-c3ccccc3)c2c1,0.9346889,464.0352,0.1749,2.4436,3.9986647374857367,,True,29,True,True,False,False
COc1c2ccc(N(C)C)cc2cc2c(-c3ccc(N)cc3)c(C=Cc3ccc(N(C)C)cc3)c(=O)oc12,0.9321956,459.5163,0.1612,2.8788,4.9409800001242,,True,29,True,True,False,False
N#CSc1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Cc5ccc(F)cc5-c5ccc(N=Nc6ccc(N=Nc7ccc(N(c8ccccc8)c8ccccc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.883019,473.6775,0.0412,3.8753,4.357409009795616,,True,29,True,True,False,False
N#Cc1cccc(C(=O)N2CCN(c3ccc(C=Cc4ccc(N5CCOCC5)c(N=Nc5cccc(N=Nc6ccc(N=Nc7ccc(N=Nc8ccc(Nc9ccccc9)cc8)cc7)cc6)c5)c4)cc3)CC2)c1,0.8957452,476.8378,0.0791,4.0809,4.7447075549812645,,True,29,True,False,False,False
CN(C)c1ccc(C=CC=C2c3ccccc3N(c3ccc4c5c(ccc4c3)C(=Cc3ccc(-n4c6ccccc6c6ccccc64)cc3)c3ccccc3C5)c3ccccc32)cc1,0.930159,457.8925,0.1656,3.4662,4.9980655654845325,,True,29,True,True,False,False
CC[N+](C)(CC)CCC[n+]1ccc(C=Cc2ccc(-c3cc4ccc(=N)cc-4ccc3N=Cc3ccc(N(C)C)cc3OC)cc2)cc1,0.8963553,478.011,0.0804,3.5371,4.006044630666818,,True,29,True,True,False,False
C1=Cc2c(c3ccccc3c3ccccc23)C(c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)(c2ccc(N(c3ccccc3)c3ccc(-c4ccc(N(c5ccccc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)c2ccc(N=Cc3ccc(N=Cc4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)c4ccccc34)cc21,0.8830928,454.6622,0.0445,6.2054,4.832158343414327,,True,30,True,False,False,False
c1ccc(-c2c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c3ccc(-c4ccc5c6ccccc6c6ccccc6c5c4)c4c5c2cc2ccccc2c4c35)cc1,0.9167443,475.1035,0.1572,4.0827,4.934890565739986,,True,30,True,False,False,False
Cc1ccc2c(C=Cc3ccc(N(C)C)cc3)nc3ccc(N=O)cc3c2c1,0.9453859,471.405,0.3126,2.6314,3.9035749413893126,,True,30,True,True,False,False
N#Cc1c(CNCC2CCCC2)c(C#N)c2ccc(-c3ccc(C=Cc4ccc(N5CCCC5)cc4)cc3)cc2c1C#N,0.9384593,465.1165,0.2193,2.9891,4.612831538415479,,True,30,True,True,False,False
Cc1ccccc1-c1cc(C#N)c(N=Cc2ccc(-c3ccc(N=Nc4c(N)ccc5ccccc45)cc3)cc2)s1,0.9185241,471.9543,0.1277,2.9847,4.168579693890292,,True,30,True,True,False,False
C=COc1ccc(-c2ccc(C=Nc3ccc(-c4nc5ccccc5c(=O)n4-c4ccc(N=Nc5ccc(N=Nc6ccc(N=Cc7ccc(-c8ccc(C#N)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.9004125,464.5223,0.0608,3.7894,4.484899599797583,,True,30,True,True,False,False
COc1ccc(-c2ccc(N=Nc3ccc(C=Nc4ccc(C=CC5=CC(c6ccc(Nc7ccc(C)cc7)cc6)N5c5ccc(N=Nc6ccc(N=Nc7ccc(N=Nc8ccc9c(c8)N=CC8=C(CC(C)(C)CC8=C(C#N)c8ccc(N(c%10ccccc%10)c%10ccccc%10)cc8)N9)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8675493,478.1207,0.0386,6.1442,4.9964525991703415,,True,30,True,False,False,False
CNc1ccc(C=CC(=O)C(=[N+]=[N-])[N+](=O)[O-])c(F)c1,0.9239402,472.9174,0.1683,3.3231,2.7833104336542407,,True,30,True,True,True,True
CN(C)c1ccc(N=Nc2ccc(-c3ccc(N=Nc4ccc(N=Nc5ccc(-c6ccc(N=Nc7ccc(N=Nc8cc(N=Nc9ccc(-c%10ccc(C=Cc%11ccc(N(c%12ccccc%12)c%12ccccc%12)cc%11)cc%10)cc9)ccc8N=Nc8ccc(N=Nc9ccc(N=Nc%10ccc(-c%11ccc(Nc%12ccc(N=Nc%13ccc(N=Nc%14ccc(N)cc%14)cc%13)cc%12)cc%11)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.8545224,477.0571,0.0226,6.3597,4.1229434403844,,True,30,True,False,False,False
CC1CCN(c2cc(-c3ccc(N=Nc4ccc(N(C)C)cc4)c4ccccc34)c3ccccc3n2)CC1,0.941697,462.9422,0.227,2.6609,4.522438070899696,,True,30,True,True,False,False
CCN(CC)c1ccc(C2C(=Cc3ccccc3)N=c3sc(=Cc4cccn4-c4ccc(N=Nc5ccc(N6CCCCC6)cc5)cc4)c(=O)n32)cc1,0.9218513,463.9049,0.1329,3.8559,4.999960736910589,,True,31,True,True,False,False
COc1ccc(C(=O)c2ccc3nc(-c4ccc(C=Cc5ccc(N(C)C)cc5)s4)sc3c2)cc1,0.9386921,452.2625,0.2188,2.5004,4.435895150039933,,True,31,True,True,False,False
CN(C)c1ccc(N=Nc2ccc3c(c2)c2cc(-c4ccc(N5C(=O)C=CC5=O)cc4)ccc2c2c(F)c(N=Nc4ccc([N+](=O)[O-])c(C=Cc5ccc(N=Nc6ccc(N=Nc7cc(Cl)ccc7O)cc6)cc5)c4)cc(N=Nc4ccc(-c5ccc(N=Nc6ccc(-c7ccc(N=Nc8ccc(N=Nc9ccccc9)cc8)cc7)cc6)cc5)cc4)c32)cc1,0.8469823,476.2583,0.0153,5.9778,4.806306053666419,,True,31,True,False,False,False
COc1c(N)ccc2ccc(N=Nc3ccc(N=Nc4ccc(N=Nc5ccc(N)cc5)cc4)cc3)cc12,0.9316133,464.7925,0.1701,2.9581,2.6325595156934765,,True,31,True,True,True,True
CN(C)c1ccc(C=Cc2cc([N+](=O)[O-])ccc2[N+](=O)[O-])cc1,0.9648587,462.1983,0.4763,2.2255,2.39273238010295,,True,31,True,True,True,True
CN(C)c1ccc(N(c2ccccc2)c2ccc(N(c3ccc(C=Cc4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)c3ccc(N=Nc4ccc(N=Cc5cc6ccccc6c6ccccc56)cc4)cc3)cc2)cc1,0.8899664,461.6847,0.0395,3.797,4.081527693922919,,True,31,True,True,False,False
COc1ccc(N=Nc2ccc(N=Cc3ccc(N=Nc4ccc(N=Nc5ccc(N=Nc6ccc([N+](=O)[O-])cc6)cc5)cc4)cc3)cc2)cc1,0.8889194,477.0649,0.0547,3.1357,2.148509480376858,,True,32,True,True,True,True
